Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Spd (km/h),Stn Press (kPa),Visibility (km),Weather
0.2,-3.6,75.0,0.0,18.0,100.14,16.1,0
-0.6,-4.0,78.0,0.0,22.0,100.21,16.1,1
-1.1,-4.8,76.0,0.0,22.0,100.26,16.1,1
-1.6,-5.5,75.0,0.0,21.0,100.32,16.1,1
-1.6,-5.9,73.0,0.0,21.0,100.37,16.1,0
-1.7,-7.1,67.0,0.0,28.0,100.42,16.1,0
-1.4,-7.4,64.0,0.0,28.0,100.44,16.1,0
-0.7,-8.2,57.0,0.0,30.0,100.42,16.1,0
0.0,-8.0,55.0,0.0,21.0,100.37,16.1,0
-1.5,-8.4,59.0,0.0,28.0,100.39,16.1,0
-2.4,-8.7,62.0,0.0,21.0,100.44,16.1,0
-2.6,-9.2,61.0,0.0,22.0,100.44,16.1,0
-3.3,-9.5,62.0,0.0,22.0,100.48,16.1,0
-3.6,-9.9,62.0,0.0,21.0,100.52,16.1,0
-5.0,-9.9,69.0,0.0,11.0,100.62,16.1,0
-5.7,-10.7,68.0,0.0,11.0,100.64,16.1,1
-6.1,-10.2,73.0,0.0,15.0,100.65,16.1,0
-6.0,-11.1,67.0,0.0,18.0,100.67,16.1,0
-6.7,-11.9,67.0,0.0,17.0,100.62,16.1,0
-7.0,-11.8,69.0,0.0,11.0,100.6,16.1,0
-7.5,-12.1,70.0,0.0,13.0,100.59,16.1,0
-7.9,-11.8,74.0,0.0,11.0,100.6,16.1,0
-8.6,-12.1,76.0,0.0,11.0,100.64,16.1,0
-9.7,-13.9,72.0,0.0,17.0,100.67,16.1,0
-10.6,-15.1,70.0,0.0,11.0,100.68,16.1,0
-10.9,-15.4,70.0,0.0,13.0,100.71,16.1,0
-11.3,-16.1,68.0,0.0,13.0,100.73,16.1,0
-11.0,-15.7,69.0,0.0,8.0,100.77,16.1,0
-10.7,-16.4,63.0,0.0,18.0,100.8,16.1,0
-9.4,-17.6,52.0,0.0,11.0,100.83,16.1,0
-8.3,-18.2,45.0,0.0,11.0,100.85,16.1,0
-7.3,-18.1,42.0,0.0,5.0,100.81,16.1,0
-6.2,-17.0,43.0,0.0,4.0,100.79,16.1,0
-5.0,-16.2,42.0,0.0,11.0,100.79,16.1,0
-4.7,-16.0,41.0,0.0,9.0,100.83,16.1,0
-5.0,-16.0,42.0,0.0,8.0,100.85,16.1,0
-5.8,-15.4,47.0,0.0,4.0,100.94,16.1,0
-6.6,-17.2,43.0,0.0,13.0,101.0,16.1,0
-7.2,-16.5,48.0,0.0,9.0,101.04,16.1,0
-7.7,-16.1,51.0,0.0,11.0,101.03,16.1,0
-8.4,-18.5,45.0,0.0,15.0,101.08,16.1,0
-9.0,-17.3,51.0,0.0,8.0,101.12,16.1,0
-10.7,-16.7,62.0,0.0,5.0,101.12,16.1,0
-9.7,-16.9,56.0,0.0,0.0,101.17,16.1,0
-10.9,-16.2,66.0,0.0,0.0,101.15,16.1,0
-10.5,-17.1,59.0,0.0,0.0,101.14,16.1,0
-10.3,-16.5,61.0,0.0,17.0,101.12,16.1,0
-10.0,-15.4,65.0,0.0,11.0,101.12,16.1,0
-9.8,-15.4,64.0,0.0,8.0,101.15,16.1,0
-10.1,-15.0,68.0,0.0,5.0,101.15,16.1,0
-10.5,-14.5,73.0,0.0,4.0,101.14,16.1,0
-10.0,-12.7,81.0,0.0,8.0,101.17,16.1,0
-6.4,-8.7,84.0,0.0,13.0,101.14,16.1,0
-5.0,-7.9,81.0,0.0,18.0,101.1,16.1,0
-3.8,-6.9,79.0,0.0,22.0,101.11,16.1,0
-3.2,-6.0,81.0,0.0,17.0,101.1,16.1,0
-2.4,-6.2,75.0,0.0,22.0,101.03,16.1,0
-2.8,-5.8,80.0,0.0,24.0,100.95,16.1,0
-2.8,-6.0,79.0,0.0,26.0,100.97,16.1,0
-3.2,-6.3,79.0,0.0,26.0,101.01,16.1,0
-3.3,-6.9,76.0,0.0,28.0,101.02,16.1,0
-3.0,-6.2,79.0,0.0,22.0,101.05,16.1,0
-3.3,-6.6,78.0,0.0,22.0,101.11,16.1,0
-3.8,-7.3,77.0,0.0,17.0,101.12,16.1,0
-4.3,-8.1,75.0,0.0,21.0,101.14,16.1,0
-4.4,-8.5,73.0,0.0,8.0,101.17,16.1,0
-4.4,-8.9,71.0,0.0,9.0,101.18,16.1,0
-4.2,-9.6,66.0,0.0,11.0,101.24,16.1,0
-4.1,-9.7,65.0,0.0,13.0,101.25,16.1,0
-4.1,-9.4,67.0,0.0,13.0,101.32,16.1,0
-4.8,-8.8,74.0,0.0,13.0,101.39,16.1,0
-5.8,-9.2,77.0,0.0,17.0,101.42,16.1,0
-6.2,-9.4,78.0,0.0,8.0,101.45,16.1,0
-6.7,-9.6,80.0,0.0,8.0,101.52,16.1,0
-6.4,-9.3,80.0,0.0,13.0,101.61,16.1,0
-6.7,-9.7,80.0,0.0,13.0,101.71,16.1,0
-6.1,-9.4,78.0,0.0,8.0,101.77,16.1,0
-5.1,-8.9,75.0,0.0,13.0,101.79,16.1,0
-3.8,-9.4,65.0,0.0,9.0,101.83,16.1,0
-2.4,-9.1,60.0,0.0,13.0,101.81,16.1,0
-1.1,-9.0,55.0,0.0,9.0,101.74,16.1,0
-0.3,-9.6,50.0,0.0,15.0,101.73,16.1,0
0.8,-8.6,49.0,0.0,8.0,101.74,16.1,0
0.0,-7.5,57.0,0.0,22.0,101.8,16.1,0
-1.1,-7.7,61.0,0.0,17.0,101.84,16.1,0
-2.0,-7.9,64.0,0.0,18.0,101.88,16.1,0
-2.3,-7.2,69.0,0.0,24.0,101.97,16.1,0
-2.4,-6.8,72.0,0.0,22.0,101.95,16.1,0
-2.1,-6.8,71.0,0.0,22.0,101.9,16.1,0
-1.9,-6.3,72.0,0.0,22.0,101.87,16.1,0
-1.9,-6.2,73.0,0.0,32.0,101.84,16.1,0
-2.1,-6.4,72.0,0.0,28.0,101.81,16.1,1
-2.1,-6.3,73.0,0.0,30.0,101.77,16.1,0
-1.8,-6.0,73.0,0.0,28.0,101.72,16.1,0
-1.6,-6.0,72.0,0.0,34.0,101.66,16.1,0
-1.5,-6.4,70.0,0.0,35.0,101.6,16.1,0
-1.7,-6.3,71.0,0.0,32.0,101.54,16.1,0
-1.9,-6.8,69.0,0.0,34.0,101.51,16.1,0
-2.0,-6.5,72.0,0.0,35.0,101.48,16.1,0
-1.9,-6.3,72.0,0.0,34.0,101.45,16.1,0
-1.7,-6.3,71.0,0.0,35.0,101.34,16.1,0
-1.6,-6.3,71.0,0.0,39.0,101.25,16.1,0
-0.9,-6.0,68.0,0.0,37.0,101.21,16.1,0
-0.3,-5.9,66.0,0.0,41.0,101.05,16.1,0
0.8,-4.9,66.0,0.0,37.0,100.92,16.1,0
0.8,-4.2,69.0,0.0,39.0,100.78,16.1,0
0.8,-3.9,71.0,0.0,39.0,100.68,16.1,0
0.4,-3.9,73.0,0.0,41.0,100.6,16.1,0
-0.4,-4.0,77.0,0.0,39.0,100.53,16.1,0
-1.0,-4.0,80.0,0.0,39.0,100.53,16.1,0
-1.6,-4.1,83.0,0.0,35.0,100.45,16.1,0
-1.9,-4.3,84.0,0.0,35.0,100.34,16.1,0
-2.5,-4.7,85.0,0.0,26.0,100.3,16.1,0
-2.7,-4.7,86.0,0.0,30.0,100.24,16.1,0
-2.6,-4.5,87.0,0.0,26.0,100.15,14.5,0
-3.1,-5.0,87.0,0.0,24.0,100.03,11.3,0
-3.6,-5.8,85.0,0.0,18.0,99.88,14.5,0
-3.9,-5.9,86.0,0.0,17.0,99.81,12.9,0
-3.5,-5.9,84.0,0.0,15.0,99.78,11.3,0
-3.0,-5.4,84.0,0.0,24.0,99.69,11.3,0
-2.8,-5.3,83.0,0.0,21.0,99.62,11.3,0
-2.6,-5.3,82.0,0.0,17.0,99.53,12.9,0
-2.3,-5.0,82.0,0.0,17.0,99.48,14.5,0
-2.1,-4.4,84.0,0.0,21.0,99.43,11.3,0
-2.2,-4.3,85.0,0.0,22.0,99.36,9.7,1
-2.1,-4.2,85.0,0.0,18.0,99.33,8.1,3
-1.9,-4.0,86.0,0.0,17.0,99.3,6.4,3
-1.4,-3.8,84.0,0.0,15.0,99.18,4.8,4
-1.3,-3.3,86.0,0.0,17.0,99.05,6.4,3
-1.1,-3.2,86.0,0.0,22.0,98.94,4.8,3
-1.1,-2.7,89.0,0.0,21.0,98.9,4.0,1
-1.0,-2.1,92.0,0.0,22.0,98.91,2.4,6
-0.7,-1.7,93.0,0.0,22.0,98.92,3.2,3
-0.4,-1.5,92.0,0.0,21.0,98.97,4.8,1
0.0,-1.6,89.0,0.0,15.0,98.99,4.8,2
0.4,-1.5,87.0,0.0,18.0,98.99,6.4,2
1.0,-1.2,85.0,0.0,24.0,99.0,14.5,0
1.1,-1.1,85.0,0.0,21.0,99.02,14.5,0
1.0,-4.6,66.0,0.0,28.0,99.08,16.1,0
0.4,-5.0,67.0,0.0,24.0,99.13,16.1,0
-1.9,-6.1,73.0,0.0,24.0,99.23,16.1,0
-3.4,-7.9,71.0,0.0,26.0,99.39,16.1,0
-5.1,-10.3,67.0,0.0,22.0,99.57,16.1,0
-6.8,-11.5,69.0,0.0,22.0,99.77,16.1,0
-8.6,-13.2,70.0,0.0,21.0,99.91,16.1,0
-9.5,-13.5,73.0,0.0,26.0,100.06,16.1,0
-9.8,-13.8,73.0,0.0,22.0,100.18,16.1,0
-10.7,-14.9,71.0,0.0,21.0,100.31,16.1,0
-10.5,-15.5,67.0,0.0,18.0,100.43,16.1,0
-9.8,-16.6,58.0,0.0,13.0,100.51,16.1,0
-8.9,-17.2,51.0,0.0,15.0,100.57,16.1,0
-7.4,-19.1,39.0,0.0,11.0,100.58,16.1,0
-6.8,-19.3,37.0,0.0,9.0,100.56,16.1,0
-5.6,-19.3,34.0,0.0,0.0,100.56,16.1,0
-5.7,-20.5,31.0,0.0,11.0,100.58,16.1,0
-6.3,-20.8,31.0,0.0,5.0,100.63,16.1,0
-7.1,-20.2,35.0,0.0,9.0,100.69,16.1,0
-7.8,-18.5,42.0,0.0,15.0,100.79,16.1,0
-8.9,-18.2,47.0,0.0,17.0,100.93,16.1,0
-9.7,-17.9,52.0,0.0,22.0,100.92,16.1,0
-10.2,-17.5,56.0,0.0,17.0,100.93,16.1,0
-10.2,-17.3,57.0,0.0,21.0,100.9,16.1,0
-9.9,-17.1,56.0,0.0,13.0,100.94,16.1,0
-10.4,-17.7,56.0,0.0,22.0,100.94,16.1,0
-10.3,-17.5,56.0,0.0,21.0,100.89,16.1,0
-10.3,-17.0,58.0,0.0,26.0,100.87,16.1,1
-9.6,-13.8,72.0,0.0,26.0,100.81,14.5,1
-10.0,-12.8,80.0,0.0,26.0,100.77,6.4,1
-11.0,-13.5,82.0,0.0,28.0,100.72,3.2,1
-11.4,-13.8,82.0,0.0,28.0,100.71,4.0,1
-11.6,-14.1,82.0,0.0,34.0,100.74,3.2,1
-12.0,-15.3,77.0,0.0,26.0,100.78,9.7,1
-12.5,-16.6,72.0,0.0,26.0,100.78,6.4,1
-11.3,-14.4,78.0,0.0,30.0,100.78,14.5,1
-10.8,-14.0,77.0,0.0,22.0,100.81,6.4,1
-9.5,-12.7,78.0,0.0,28.0,100.71,4.0,1
-8.6,-12.8,72.0,0.0,32.0,100.62,16.1,1
-8.1,-13.6,65.0,0.0,32.0,100.57,16.1,0
-8.2,-13.5,66.0,0.0,28.0,100.57,6.4,1
-7.9,-13.7,63.0,0.0,30.0,100.58,16.1,0
-7.9,-15.5,55.0,0.0,32.0,100.61,16.1,0
-8.1,-16.6,51.0,0.0,18.0,100.69,16.1,0
-8.3,-16.3,53.0,0.0,26.0,100.74,16.1,0
-8.6,-15.6,58.0,0.0,30.0,100.74,16.1,1
-8.9,-16.0,57.0,0.0,21.0,100.75,16.1,1
-9.0,-15.3,61.0,0.0,15.0,100.75,16.1,1
-9.3,-15.4,62.0,0.0,21.0,100.74,16.1,1
-9.4,-15.1,64.0,0.0,18.0,100.72,16.1,1
-10.0,-14.5,70.0,0.0,22.0,100.69,12.9,1
-10.1,-14.5,71.0,0.0,17.0,100.68,16.1,1
-10.7,-13.9,78.0,0.0,13.0,100.73,4.8,1
-10.8,-14.3,76.0,0.0,11.0,100.75,16.1,1
-10.8,-14.4,75.0,0.0,11.0,100.77,16.1,1
-10.6,-14.9,71.0,0.0,11.0,100.81,16.1,1
-10.4,-14.8,70.0,0.0,17.0,100.87,14.5,1
-10.2,-15.2,67.0,0.0,11.0,100.94,9.7,1
-10.0,-15.4,65.0,0.0,11.0,100.96,16.1,1
-9.6,-14.9,66.0,0.0,11.0,101.0,6.4,1
-8.1,-17.2,49.0,0.0,18.0,101.0,16.1,0
-7.6,-16.4,50.0,0.0,9.0,100.97,16.1,0
-6.1,-16.9,43.0,0.0,17.0,100.91,16.1,0
-5.2,-18.4,35.0,0.0,15.0,100.88,16.1,0
-4.9,-18.2,35.0,0.0,13.0,100.93,16.1,0
-5.8,-16.6,43.0,0.0,18.0,101.0,16.1,0
-6.1,-20.5,32.0,0.0,15.0,101.09,16.1,0
-7.1,-18.0,42.0,0.0,18.0,101.15,16.1,0
-7.9,-18.2,44.0,0.0,17.0,101.18,16.1,0
-8.7,-17.7,49.0,0.0,22.0,101.17,16.1,0
-8.4,-16.0,55.0,0.0,15.0,101.15,16.1,0
-8.3,-16.1,54.0,0.0,17.0,101.14,16.1,0
-8.3,-16.6,52.0,0.0,13.0,101.18,16.1,0
-9.0,-17.5,51.0,0.0,8.0,101.21,16.1,0
-10.0,-17.0,57.0,0.0,17.0,101.25,16.1,0
-11.1,-17.0,62.0,0.0,15.0,101.27,16.1,0
-11.5,-17.8,60.0,0.0,9.0,101.27,16.1,0
-11.9,-17.6,63.0,0.0,13.0,101.33,16.1,0
-11.7,-17.4,63.0,0.0,11.0,101.42,16.1,0
-10.5,-16.5,62.0,0.0,15.0,101.48,16.1,0
-9.4,-16.0,59.0,0.0,18.0,101.53,16.1,0
-9.6,-14.5,68.0,0.0,15.0,101.63,16.1,0
-7.9,-13.1,66.0,0.0,17.0,101.7,16.1,0
-5.6,-13.6,54.0,0.0,9.0,101.76,16.1,0
-4.3,-13.0,51.0,0.0,15.0,101.8,16.1,0
-2.0,-16.7,32.0,0.0,4.0,101.78,16.1,0
-1.7,-16.2,32.0,0.0,13.0,101.72,16.1,0
-1.8,-13.5,41.0,0.0,15.0,101.64,16.1,0
-2.3,-11.0,51.0,0.0,15.0,101.67,16.1,0
-2.3,-11.1,51.0,0.0,17.0,101.67,16.1,0
-3.1,-10.3,58.0,0.0,18.0,101.72,16.1,0
-2.9,-14.4,41.0,0.0,18.0,101.71,16.1,0
-2.6,-11.9,49.0,0.0,21.0,101.72,16.1,0
-2.8,-9.1,62.0,0.0,22.0,101.71,16.1,0
-3.1,-9.1,63.0,0.0,21.0,101.65,16.1,0
-3.6,-8.5,69.0,0.0,18.0,101.65,16.1,0
-4.1,-9.5,66.0,0.0,21.0,101.62,16.1,0
-3.8,-8.9,68.0,0.0,15.0,101.58,16.1,0
-3.5,-9.6,63.0,0.0,21.0,101.51,16.1,0
-3.4,-8.7,67.0,0.0,17.0,101.49,16.1,0
-2.9,-8.2,67.0,0.0,13.0,101.44,16.1,0
-2.9,-8.2,67.0,0.0,13.0,101.36,16.1,0
-2.7,-8.8,63.0,0.0,9.0,101.23,16.1,0
-2.4,-9.4,59.0,0.0,17.0,101.07,16.1,0
-2.2,-9.1,59.0,0.0,11.0,101.04,16.1,0
-2.0,-11.1,50.0,0.0,15.0,100.86,16.1,0
-0.8,-11.1,46.0,0.0,17.0,100.67,16.1,0
-0.4,-12.7,39.0,0.0,21.0,100.41,16.1,0
0.2,-10.3,45.0,0.0,17.0,100.22,16.1,0
0.3,-9.2,49.0,0.0,13.0,100.07,16.1,0
0.6,-4.4,69.0,0.0,28.0,99.98,12.9,1
-0.8,-1.5,95.0,0.0,17.0,99.87,1.2,1
-0.2,-1.5,91.0,0.0,21.0,99.8,12.9,1
-0.2,-0.9,95.0,0.0,15.0,99.75,1.2,1
-0.6,-1.0,97.0,0.0,8.0,99.75,2.4,1
-0.2,-1.1,94.0,0.0,11.0,99.77,3.6,1
-0.1,-1.4,91.0,0.0,13.0,99.84,4.0,1
-0.8,-1.9,92.0,0.0,15.0,99.88,2.0,1
-1.0,-2.4,90.0,0.0,13.0,99.95,3.6,1
-0.5,-3.2,82.0,0.0,17.0,100.02,16.1,1
-0.5,-3.4,81.0,0.0,22.0,100.1,16.1,0
-0.5,-4.0,77.0,0.0,22.0,100.18,16.1,0
-0.5,-4.8,73.0,0.0,15.0,100.24,16.1,0
-0.9,-5.3,72.0,0.0,30.0,100.32,16.1,0
-1.8,-5.9,73.0,0.0,24.0,100.43,16.1,0
-2.3,-6.3,74.0,0.0,21.0,100.5,16.1,0
-2.6,-5.9,78.0,0.0,28.0,100.6,16.1,0
-6.1,-10.4,72.0,0.0,28.0,100.76,16.1,0
-8.1,-12.5,71.0,0.0,37.0,100.91,16.1,1
-9.4,-13.6,72.0,0.0,41.0,101.01,12.9,1
-10.9,-15.5,69.0,0.0,41.0,101.12,6.4,1
-11.1,-15.9,68.0,0.0,22.0,101.31,16.1,0
-10.7,-16.0,65.0,0.0,34.0,101.39,16.1,0
-11.0,-16.7,63.0,0.0,32.0,101.5,16.1,0
-10.8,-17.1,60.0,0.0,24.0,101.54,16.1,0
-9.8,-16.5,58.0,0.0,26.0,101.59,16.1,0
-10.3,-16.8,60.0,0.0,26.0,101.67,16.1,0
-10.4,-17.3,58.0,0.0,34.0,101.74,16.1,0
-10.9,-16.9,62.0,0.0,24.0,101.8,16.1,0
-11.3,-17.2,62.0,0.0,26.0,101.89,16.1,0
-11.5,-17.0,64.0,0.0,18.0,101.92,16.1,0
-12.1,-17.8,63.0,0.0,18.0,101.95,16.1,0
-12.4,-18.3,62.0,0.0,18.0,101.98,16.1,0
-12.5,-18.2,63.0,0.0,15.0,102.01,16.1,0
-12.6,-18.1,64.0,0.0,11.0,101.97,16.1,0
-12.8,-17.5,68.0,0.0,8.0,101.99,16.1,0
-13.0,-16.8,74.0,0.0,8.0,101.98,16.1,0
-13.9,-17.1,77.0,0.0,8.0,101.96,16.1,0
-13.9,-17.1,77.0,0.0,0.0,101.94,16.1,0
-13.2,-16.7,75.0,0.0,5.0,101.88,16.1,0
-13.0,-16.1,78.0,0.0,4.0,101.86,16.1,0
-12.5,-15.7,77.0,0.0,4.0,101.82,16.1,0
-11.3,-14.7,76.0,0.0,4.0,101.83,16.1,1
-10.6,-15.0,71.0,0.0,8.0,101.82,16.1,0
-9.6,-12.6,79.0,0.0,4.0,101.79,16.1,1
-8.6,-12.2,75.0,0.0,8.0,101.76,16.1,1
-7.3,-11.9,70.0,0.0,9.0,101.71,16.1,0
-6.1,-10.2,73.0,0.0,24.0,101.63,16.1,1
-6.1,-10.5,71.0,0.0,17.0,101.53,16.1,1
-5.1,-10.4,66.0,0.0,13.0,101.43,16.1,0
-4.1,-9.5,66.0,0.0,18.0,101.37,16.1,0
-3.6,-8.6,68.0,0.0,24.0,101.32,16.1,0
-3.0,-7.4,72.0,0.0,30.0,101.28,16.1,0
-2.8,-6.4,77.0,0.0,34.0,101.3,16.1,0
-2.7,-6.4,76.0,0.0,30.0,101.29,16.1,1
-2.7,-6.0,78.0,0.0,32.0,101.27,16.1,0
-2.5,-5.5,80.0,0.0,22.0,101.25,16.1,1
-2.3,-5.6,78.0,0.0,24.0,101.2,16.1,0
-2.2,-5.4,79.0,0.0,22.0,101.2,14.5,1
-1.9,-4.6,82.0,0.0,24.0,101.2,12.9,0
-1.8,-4.3,83.0,0.0,22.0,101.2,12.9,1
-1.6,-4.4,81.0,0.0,18.0,101.22,16.1,1
-1.9,-5.9,74.0,0.0,21.0,101.24,16.1,1
-2.3,-6.1,75.0,0.0,17.0,101.27,16.1,0
-3.7,-7.4,76.0,0.0,21.0,101.36,16.1,1
-4.6,-9.3,70.0,0.0,24.0,101.4,16.1,1
-6.3,-9.7,77.0,0.0,26.0,101.48,16.1,1
-8.7,-12.7,73.0,0.0,26.0,101.55,16.1,0
-9.8,-13.9,72.0,0.0,9.0,101.59,16.1,0
-10.3,-15.3,67.0,0.0,15.0,101.62,16.1,0
-10.0,-14.8,68.0,0.0,13.0,101.62,16.1,1
-9.9,-14.4,70.0,0.0,18.0,101.54,12.9,1
-10.1,-14.7,70.0,0.0,22.0,101.45,16.1,1
-9.4,-14.1,69.0,0.0,22.0,101.38,16.1,1
-9.3,-12.7,77.0,0.0,30.0,101.26,16.1,1
-9.6,-13.6,73.0,0.0,30.0,101.21,16.1,1
-9.7,-13.3,75.0,0.0,32.0,101.17,6.4,1
-10.3,-12.8,82.0,0.0,35.0,101.04,2.0,1
-10.5,-12.7,84.0,0.0,35.0,100.91,2.0,1
-10.1,-12.0,86.0,0.0,32.0,100.78,1.2,1
-11.3,-13.2,86.0,0.0,30.0,100.66,1.2,1
-12.0,-14.0,85.0,0.0,35.0,100.52,1.0,1
-12.7,-15.0,83.0,0.0,35.0,100.36,1.2,1
-12.9,-15.2,83.0,0.0,37.0,100.16,1.0,1
-13.4,-15.7,83.0,0.0,28.0,100.02,1.2,1
-13.6,-16.1,82.0,0.0,30.0,99.85,1.2,1
-13.8,-16.3,82.0,0.0,34.0,99.73,1.2,1
-14.0,-16.6,81.0,0.0,22.0,99.71,1.2,1
-13.7,-16.3,81.0,0.0,22.0,99.6,2.0,1
-13.2,-15.7,82.0,0.0,21.0,99.61,1.2,1
-13.0,-16.2,77.0,0.0,22.0,99.63,2.4,1
-13.3,-15.9,81.0,0.0,13.0,99.74,1.6,1
-13.8,-16.3,82.0,0.0,15.0,99.87,1.0,1
-13.4,-16.5,78.0,0.0,18.0,99.98,2.0,1
-13.0,-16.9,73.0,0.0,18.0,100.11,4.0,1
-12.5,-16.8,71.0,0.0,21.0,100.17,4.0,1
-10.6,-16.6,62.0,0.0,21.0,100.2,16.1,1
-11.5,-16.6,66.0,0.0,18.0,100.3,16.1,0
-11.0,-16.1,66.0,0.0,26.0,100.41,11.3,0
-10.5,-16.1,64.0,0.0,22.0,100.5,16.1,0
-10.8,-15.8,67.0,0.0,17.0,100.6,16.1,0
-11.5,-16.2,69.0,0.0,11.0,100.73,16.1,0
-11.9,-16.7,68.0,0.0,15.0,100.83,16.1,0
-12.3,-17.7,65.0,0.0,17.0,100.95,16.1,0
-12.5,-18.1,63.0,0.0,15.0,101.06,16.1,0
-12.8,-18.2,65.0,0.0,13.0,101.1,16.1,0
-12.6,-18.1,64.0,0.0,9.0,101.1,16.1,0
-12.2,-16.3,72.0,0.0,15.0,101.14,16.1,0
-12.2,-15.2,78.0,0.0,26.0,101.1,16.1,0
-12.4,-14.9,82.0,0.0,24.0,101.09,16.1,0
-12.7,-15.8,78.0,0.0,18.0,101.07,16.1,0
-11.7,-16.2,70.0,0.0,22.0,101.06,16.1,0
-11.6,-16.6,67.0,0.0,30.0,101.07,16.1,0
-11.8,-16.4,69.0,0.0,21.0,101.06,16.1,0
-10.3,-13.9,75.0,0.0,26.0,101.09,16.1,0
-10.5,-13.4,79.0,0.0,22.0,101.09,16.1,0
-10.2,-13.1,80.0,0.0,22.0,101.13,16.1,0
-9.4,-13.3,74.0,0.0,21.0,101.16,16.1,0
-7.6,-12.6,68.0,0.0,30.0,101.18,16.1,1
-6.2,-11.0,69.0,0.0,32.0,101.15,16.1,1
-5.0,-9.6,70.0,0.0,37.0,101.08,9.7,1
-4.5,-9.3,69.0,0.0,41.0,101.05,11.3,1
-5.0,-11.1,63.0,0.0,41.0,101.1,14.5,0
-5.2,-11.2,63.0,0.0,37.0,101.09,16.1,0
-5.5,-10.9,66.0,0.0,35.0,101.11,16.1,0
-5.6,-10.0,71.0,0.0,35.0,101.15,16.1,0
-5.6,-10.0,71.0,0.0,41.0,101.16,14.5,0
-5.9,-9.8,74.0,0.0,37.0,101.19,16.1,0
-6.0,-9.4,77.0,0.0,32.0,101.18,16.1,0
-5.4,-7.4,86.0,0.0,26.0,101.14,12.9,1
-5.6,-7.1,89.0,0.0,15.0,101.11,4.8,1
-5.1,-6.6,89.0,0.0,11.0,101.07,4.8,1
-3.2,-4.9,88.0,0.0,30.0,100.97,4.8,1
-2.9,-4.8,87.0,0.0,28.0,100.92,8.1,1
-2.7,-4.6,87.0,0.0,34.0,100.82,4.8,1
-2.7,-4.1,90.0,0.0,22.0,100.73,6.4,1
-3.2,-4.4,91.0,0.0,11.0,100.63,8.1,1
-2.4,-3.7,91.0,0.0,18.0,100.58,12.9,1
-1.9,-3.5,89.0,0.0,21.0,100.54,16.1,1
-1.9,-3.5,89.0,0.0,13.0,100.52,16.1,1
-1.7,-2.8,92.0,0.0,13.0,100.53,4.0,1
-1.3,-2.0,95.0,0.0,11.0,100.47,2.4,7
-1.2,-2.0,94.0,0.0,15.0,100.44,4.0,1
-1.1,-2.7,89.0,0.0,15.0,100.38,8.1,1
-0.9,-3.1,85.0,0.0,22.0,100.33,11.3,1
-1.0,-4.5,77.0,0.0,32.0,100.28,8.1,1
-1.6,-5.1,77.0,0.0,24.0,100.33,16.1,0
-2.6,-5.5,81.0,0.0,22.0,100.43,4.0,1
-3.7,-5.5,87.0,0.0,15.0,100.56,2.4,1
-4.5,-7.8,78.0,0.0,13.0,100.65,16.1,1
-4.6,-7.9,78.0,0.0,15.0,100.71,16.1,0
-5.4,-9.4,74.0,0.0,11.0,100.8,16.1,0
-6.0,-9.6,76.0,0.0,17.0,100.84,16.1,1
-6.0,-10.9,68.0,0.0,24.0,100.84,16.1,0
-6.7,-10.8,73.0,0.0,21.0,100.95,16.1,1
-7.6,-10.8,78.0,0.0,18.0,101.03,16.1,1
-8.4,-11.6,78.0,0.0,13.0,101.07,14.5,1
-9.8,-16.1,61.0,0.0,17.0,101.17,16.1,0
-10.9,-17.0,61.0,0.0,13.0,101.22,16.1,0
-11.2,-17.4,60.0,0.0,18.0,101.29,16.1,0
-12.1,-17.4,65.0,0.0,17.0,101.41,16.1,0
-13.0,-17.3,71.0,0.0,13.0,101.56,16.1,0
-13.3,-17.0,74.0,0.0,11.0,101.69,16.1,0
-13.2,-17.9,68.0,0.0,22.0,101.77,16.1,0
-12.5,-18.0,64.0,0.0,13.0,101.85,16.1,0
-11.6,-18.5,57.0,0.0,15.0,101.92,16.1,0
-11.0,-18.8,53.0,0.0,22.0,101.93,16.1,0
-10.4,-21.0,42.0,0.0,15.0,101.85,16.1,0
-9.9,-19.6,45.0,0.0,9.0,101.79,16.1,0
-10.0,-19.3,47.0,0.0,13.0,101.76,16.1,0
-9.3,-17.9,50.0,0.0,21.0,101.72,16.1,0
-9.3,-18.0,50.0,0.0,21.0,101.68,16.1,0
-10.0,-17.4,55.0,0.0,22.0,101.69,16.1,0
-10.2,-17.0,58.0,0.0,28.0,101.66,16.1,0
-10.1,-15.5,65.0,0.0,34.0,101.63,16.1,0
-10.9,-15.5,69.0,0.0,32.0,101.57,16.1,0
-11.0,-16.1,66.0,0.0,32.0,101.5,16.1,0
-10.3,-15.4,66.0,0.0,35.0,101.41,16.1,0
-10.2,-13.9,74.0,0.0,35.0,101.32,16.1,0
-10.1,-13.5,77.0,0.0,35.0,101.18,16.1,0
-9.9,-13.2,77.0,0.0,45.0,101.13,11.3,0
-9.6,-12.2,82.0,0.0,46.0,100.98,4.8,1
-10.1,-13.5,77.0,0.0,35.0,100.91,4.8,1
-9.4,-11.3,86.0,0.0,34.0,100.87,2.0,1
-9.0,-11.6,81.0,0.0,35.0,100.86,9.7,3
-8.7,-12.2,76.0,0.0,37.0,100.86,6.4,1
-8.7,-11.9,78.0,0.0,41.0,100.84,3.2,1
